id_policy;id_client;id_vehicle;id_claim;id_year;claim_amount;claim_nb
A00002750-V02;A00002750;V02;CL02;Year 0;294;1
A00002756-V02;A00002756;V02;CL01;Year 0;639;1
A00002757-V01;A00002757;V01;CL01;Year 0;95;1
A00002761-V02;A00002761;V02;CL01;Year 0;1165;1
A00002761-V02;A00002761;V02;CL02;Year 0;94;1
A00002765-V01;A00002765;V01;CL01;Year 0;-792;1
A00002765-V02;A00002765;V02;CL01;Year 0;-946;1
A00002766-V01;A00002766;V01;CL01;Year 0;2043;1
A00002774-V01;A00002774;V01;CL01;Year 0;2062;1
A00002774-V02;A00002774;V02;CL01;Year 0;508;1
A00002791-V02;A00002791;V02;CL01;Year 0;151;1
A00002812-V03;A00002812;V03;CL01;Year 0;74;1
A00002816-V02;A00002816;V02;CL01;Year 0;849;1
A00002824-V02;A00002824;V02;CL01;Year 0;101;1
A00002824-V02;A00002824;V02;CL02;Year 0;2516;1
A00002846-V02;A00002846;V02;CL01;Year 0;1463;1
A00002848-V04;A00002848;V04;CL01;Year 0;828;1
A00002859-V01;A00002859;V01;CL01;Year 0;502;1
A00002863-V05;A00002863;V05;CL01;Year 0;34;1
A00002863-V05;A00002863;V05;CL02;Year 0;292;1
A00002866-V01;A00002866;V01;CL01;Year 0;458;1
A00002871-V02;A00002871;V02;CL01;Year 0;1499;1
A00002882-V02;A00002882;V02;CL01;Year 0;841;1
A00002907-V01;A00002907;V01;CL01;Year 0;6402;1
A00002907-V01;A00002907;V01;CL02;Year 0;1658;1
A00002907-V01;A00002907;V01;CL03;Year 0;634;1
A00002914-V02;A00002914;V02;CL01;Year 0;2800;1
A00002916-V01;A00002916;V01;CL01;Year 0;917;1
A00002916-V02;A00002916;V02;CL01;Year 0;266;1
A00002920-V01;A00002920;V01;CL01;Year 0;970;1
A00002927-V02;A00002927;V02;CL01;Year 0;620;1
A00002933-V01;A00002933;V01;CL01;Year 0;7181;1
A00002938-V01;A00002938;V01;CL01;Year 0;1904;1
A00002943-V02;A00002943;V02;CL01;Year 0;145;1
A00002951-V01;A00002951;V01;CL01;Year 0;-598;1
A00002951-V01;A00002951;V01;CL02;Year 0;1090;1
A00002953-V01;A00002953;V01;CL01;Year 0;3384;1
A00002956-V01;A00002956;V01;CL01;Year 0;654;1
A00002956-V02;A00002956;V02;CL01;Year 0;1252;1
A00002956-V02;A00002956;V02;CL02;Year 0;324;1
A00002958-V01;A00002958;V01;CL01;Year 0;1601;1
A00002980-V02;A00002980;V02;CL01;Year 0;2742;1
A00002981-V01;A00002981;V01;CL01;Year 0;794;1
A00002983-V01;A00002983;V01;CL01;Year 0;5646;1
A00002999-V02;A00002999;V02;CL01;Year 0;561;1
A00003032-V01;A00003032;V01;CL01;Year 0;78;1
A00003037-V01;A00003037;V01;CL01;Year 0;2545;1
A00003039-V02;A00003039;V02;CL01;Year 0;228;1
A00003049-V01;A00003049;V01;CL01;Year 0;502;1
A00003052-V01;A00003052;V01;CL01;Year 0;1399;1
A00003057-V01;A00003057;V01;CL01;Year 0;184;1
A00003057-V02;A00003057;V02;CL01;Year 0;1874;1
A00003069-V02;A00003069;V02;CL01;Year 0;3461;1
A00003084-V01;A00003084;V01;CL01;Year 0;1158;1
A00003097-V01;A00003097;V01;CL01;Year 0;267;1
A00003097-V01;A00003097;V01;CL02;Year 0;585;1
A00003100-V02;A00003100;V02;CL01;Year 0;487;1
A00003106-V02;A00003106;V02;CL01;Year 0;306;1
A00003116-V01;A00003116;V01;CL01;Year 0;-1395;1
A00003138-V01;A00003138;V01;CL01;Year 0;94;1
A00003145-V01;A00003145;V01;CL01;Year 0;70;1
A00003149-V04;A00003149;V04;CL01;Year 0;3001;1
A00003182-V03;A00003182;V03;CL01;Year 0;270;1
A00003184-V02;A00003184;V02;CL01;Year 0;665;1
A00003190-V01;A00003190;V01;CL01;Year 0;472;1
A00003190-V01;A00003190;V01;CL02;Year 0;132;1
A00003191-V01;A00003191;V01;CL01;Year 0;132;1
A00003191-V04;A00003191;V04;CL01;Year 0;756;1
A00003195-V01;A00003195;V01;CL01;Year 0;1595;1
A00003196-V01;A00003196;V01;CL01;Year 0;2337;1
A00003207-V01;A00003207;V01;CL01;Year 0;586;1
A00003213-V02;A00003213;V02;CL01;Year 0;1768;1
A00003215-V02;A00003215;V02;CL01;Year 0;384;1
A00003215-V03;A00003215;V03;CL01;Year 0;114;1
A00003223-V03;A00003223;V03;CL01;Year 0;2360;1
A00003230-V02;A00003230;V02;CL01;Year 0;1070;1
A00003238-V02;A00003238;V02;CL01;Year 0;2051;1
A00003246-V02;A00003246;V02;CL01;Year 0;2250;1
A00003267-V01;A00003267;V01;CL01;Year 0;156;1
A00003272-V01;A00003272;V01;CL01;Year 0;88;1
A00003283-V02;A00003283;V02;CL01;Year 0;1787;1
A00003285-V02;A00003285;V02;CL01;Year 0;1305;1
A00003303-V04;A00003303;V04;CL01;Year 0;1258;1
A00003303-V04;A00003303;V04;CL02;Year 0;1291;1
A00003318-V02;A00003318;V02;CL01;Year 0;187;1
A00003323-V01;A00003323;V01;CL01;Year 0;204;1
A00003332-V01;A00003332;V01;CL01;Year 0;11607;1
A00003341-V01;A00003341;V01;CL01;Year 0;1101;1
A00003356-V02;A00003356;V02;CL01;Year 0;715;1
A00003362-V01;A00003362;V01;CL01;Year 0;1142;1
A00003368-V03;A00003368;V03;CL01;Year 0;613;1
A00003374-V02;A00003374;V02;CL01;Year 0;443;1
A00003386-V03;A00003386;V03;CL01;Year 0;2773;1
A00003404-V02;A00003404;V02;CL01;Year 0;389;1
A00003413-V01;A00003413;V01;CL01;Year 0;227;1
A00003419-V02;A00003419;V02;CL01;Year 0;1627;1
A00003420-V01;A00003420;V01;CL01;Year 0;108;1
A00003420-V01;A00003420;V01;CL02;Year 0;565;1
A00003429-V01;A00003429;V01;CL01;Year 0;3960;1
A00003441-V01;A00003441;V01;CL01;Year 0;1585;1
A00003447-V01;A00003447;V01;CL01;Year 0;559;1
A00003447-V02;A00003447;V02;CL01;Year 0;4336;1
A00003455-V02;A00003455;V02;CL01;Year 0;1793;1
A00003456-V02;A00003456;V02;CL01;Year 0;1353;1
A00003469-V01;A00003469;V01;CL01;Year 0;147;1
A00003481-V01;A00003481;V01;CL01;Year 0;2513;1
A00003488-V03;A00003488;V03;CL01;Year 0;181;1
A00003495-V01;A00003495;V01;CL01;Year 0;3096;1
A00003496-V01;A00003496;V01;CL01;Year 0;539;1
A00003512-V01;A00003512;V01;CL01;Year 0;951;1
A00003512-V01;A00003512;V01;CL02;Year 0;215;1
A00003521-V01;A00003521;V01;CL01;Year 0;327;1
A00003522-V02;A00003522;V02;CL01;Year 0;1309;1
A00003524-V02;A00003524;V02;CL01;Year 0;-450;1
A00003527-V01;A00003527;V01;CL01;Year 0;4270;1
A00003527-V01;A00003527;V01;CL02;Year 0;1534;1
A00003543-V01;A00003543;V01;CL01;Year 0;-482;1
A00003543-V01;A00003543;V01;CL02;Year 0;135;1
A00003546-V01;A00003546;V01;CL01;Year 0;247;1
A00003551-V01;A00003551;V01;CL01;Year 0;4394;1
A00003555-V01;A00003555;V01;CL01;Year 0;920;1
A00003581-V01;A00003581;V01;CL01;Year 0;461;1
A00003581-V01;A00003581;V01;CL02;Year 0;-1679;1
A00003581-V02;A00003581;V02;CL01;Year 0;434;1
A00003605-V04;A00003605;V04;CL01;Year 0;4268;1
A00003618-V03;A00003618;V03;CL01;Year 0;-507;1
A00003618-V03;A00003618;V03;CL02;Year 0;3606;1
A00003618-V03;A00003618;V03;CL03;Year 0;-868;1
A00003619-V01;A00003619;V01;CL01;Year 0;949;1
A00003638-V02;A00003638;V02;CL01;Year 0;1485;1
A00003651-V03;A00003651;V03;CL01;Year 0;1674;1
A00003651-V03;A00003651;V03;CL02;Year 0;157;1
A00003654-V02;A00003654;V02;CL01;Year 0;2111;1
A00003656-V02;A00003656;V02;CL01;Year 0;438;1
A00003656-V02;A00003656;V02;CL02;Year 0;660;1
A00003657-V02;A00003657;V02;CL01;Year 0;876;1
A00003657-V02;A00003657;V02;CL02;Year 0;1032;1
A00003659-V01;A00003659;V01;CL01;Year 0;1153;1
A00003659-V03;A00003659;V03;CL01;Year 0;202;1
A00003659-V04;A00003659;V04;CL01;Year 0;-1460;1
A00003663-V01;A00003663;V01;CL01;Year 0;952;1
A00003676-V02;A00003676;V02;CL01;Year 0;6591;1
A00003695-V01;A00003695;V01;CL01;Year 0;1137;1
A00003697-V01;A00003697;V01;CL01;Year 0;806;1
A00003698-V01;A00003698;V01;CL01;Year 0;271;1
A00003707-V03;A00003707;V03;CL01;Year 0;1002;1
A00003708-V01;A00003708;V01;CL01;Year 0;321;1
A00003712-V02;A00003712;V02;CL01;Year 0;141;1
A00003712-V02;A00003712;V02;CL02;Year 0;747;1
A00003712-V03;A00003712;V03;CL01;Year 0;144;1
A00003713-V03;A00003713;V03;CL01;Year 0;1194;1
A00003732-V01;A00003732;V01;CL01;Year 0;1264;1
A00003739-V01;A00003739;V01;CL01;Year 0;212;1
A00003750-V01;A00003750;V01;CL01;Year 0;1359;1
A00003750-V03;A00003750;V03;CL01;Year 0;1950;1
A00003752-V01;A00003752;V01;CL01;Year 0;1389;1
A00003761-V01;A00003761;V01;CL01;Year 0;926;1
A00003767-V01;A00003767;V01;CL01;Year 0;145;1
A00003773-V01;A00003773;V01;CL01;Year 0;99;1
A00003789-V01;A00003789;V01;CL01;Year 0;649;1
A00003789-V03;A00003789;V03;CL01;Year 0;902;1
A00003791-V03;A00003791;V03;CL01;Year 0;816;1
A00003810-V01;A00003810;V01;CL01;Year 0;1899;1
A00003818-V01;A00003818;V01;CL01;Year 0;1773;1
A00003824-V01;A00003824;V01;CL01;Year 0;168;1
A00003836-V02;A00003836;V02;CL01;Year 0;3669;1
A00003844-V01;A00003844;V01;CL01;Year 0;224;1
A00003857-V04;A00003857;V04;CL01;Year 0;230;1
A00003857-V04;A00003857;V04;CL02;Year 0;2134;1
A00003865-V02;A00003865;V02;CL01;Year 0;115;1
A00003869-V02;A00003869;V02;CL01;Year 0;560;1
A00003871-V01;A00003871;V01;CL01;Year 0;655;1
A00003879-V01;A00003879;V01;CL01;Year 0;187;1
A00003888-V01;A00003888;V01;CL01;Year 0;130;1
A00003893-V01;A00003893;V01;CL01;Year 0;392;1
A00003905-V01;A00003905;V01;CL01;Year 0;708;1
A00003914-V01;A00003914;V01;CL01;Year 0;162;1
A00003923-V01;A00003923;V01;CL01;Year 0;2093;1
A00003935-V01;A00003935;V01;CL01;Year 0;129;1
A00003935-V02;A00003935;V02;CL01;Year 0;826;1
A00003937-V01;A00003937;V01;CL01;Year 0;2723;1
A00003937-V01;A00003937;V01;CL02;Year 0;1330;1
A00003943-V01;A00003943;V01;CL01;Year 0;902;1
A00003951-V02;A00003951;V02;CL01;Year 0;-702;1
A00003961-V01;A00003961;V01;CL01;Year 0;10813;1
A00003967-V01;A00003967;V01;CL01;Year 0;1168;1
A00003971-V01;A00003971;V01;CL01;Year 0;986;1
A00003987-V02;A00003987;V02;CL01;Year 0;78;1
A00003988-V04;A00003988;V04;CL01;Year 0;118;1
A00003993-V01;A00003993;V01;CL01;Year 0;461;1
A00003993-V02;A00003993;V02;CL01;Year 0;1513;1
A00003995-V01;A00003995;V01;CL01;Year 0;245;1
A00003995-V02;A00003995;V02;CL01;Year 0;833;1
A00003998-V02;A00003998;V02;CL01;Year 0;861;1
A00004000-V01;A00004000;V01;CL01;Year 0;1833;1
A00004004-V02;A00004004;V02;CL01;Year 0;160;1
A00004009-V02;A00004009;V02;CL01;Year 0;-816;1
A00004033-V01;A00004033;V01;CL01;Year 0;2106;1
A00004034-V01;A00004034;V01;CL01;Year 0;1089;1
A00004035-V01;A00004035;V01;CL01;Year 0;122;1
A00004038-V02;A00004038;V02;CL01;Year 0;279;1
A00004042-V02;A00004042;V02;CL01;Year 0;3538;1
A00004073-V02;A00004073;V02;CL01;Year 0;3046;1
A00004073-V02;A00004073;V02;CL02;Year 0;5015;1
A00004076-V01;A00004076;V01;CL01;Year 0;1234;1
A00004081-V02;A00004081;V02;CL01;Year 0;4581;1
A00004095-V03;A00004095;V03;CL01;Year 0;936;1
A00004106-V02;A00004106;V02;CL01;Year 0;1033;1
A00004110-V01;A00004110;V01;CL01;Year 0;969;1
A00004125-V01;A00004125;V01;CL01;Year 0;785;1
A00004125-V01;A00004125;V01;CL02;Year 0;523;1
A00004137-V01;A00004137;V01;CL01;Year 0;283;1
A00004137-V01;A00004137;V01;CL02;Year 0;-456;1
A00004138-V01;A00004138;V01;CL01;Year 0;1804;1
A00004147-V01;A00004147;V01;CL01;Year 0;1703;1
A00004148-V02;A00004148;V02;CL01;Year 0;157;1
A00004173-V01;A00004173;V01;CL01;Year 0;534;1
A00004173-V01;A00004173;V01;CL02;Year 0;863;1
A00004187-V02;A00004187;V02;CL01;Year 0;529;1
A00004192-V04;A00004192;V04;CL01;Year 0;160;1
A00004194-V01;A00004194;V01;CL01;Year 0;271;1
A00004210-V02;A00004210;V02;CL01;Year 0;69;1
A00004211-V01;A00004211;V01;CL01;Year 0;-1025;1
A00004219-V01;A00004219;V01;CL01;Year 0;211;1
A00004225-V03;A00004225;V03;CL01;Year 0;327;1
A00004233-V01;A00004233;V01;CL01;Year 0;878;1
A00004234-V01;A00004234;V01;CL01;Year 0;381;1
A00004237-V02;A00004237;V02;CL01;Year 0;616;1
A00004240-V02;A00004240;V02;CL01;Year 0;3213;1
A00004246-V01;A00004246;V01;CL01;Year 0;535;1
A00004246-V03;A00004246;V03;CL01;Year 0;1248;1
A00004256-V01;A00004256;V01;CL01;Year 0;147;1
A00004256-V01;A00004256;V01;CL02;Year 0;277;1
A00004264-V01;A00004264;V01;CL01;Year 0;2133;1
A00004267-V01;A00004267;V01;CL01;Year 0;1912;1
A00004267-V01;A00004267;V01;CL02;Year 0;397;1
A00004287-V01;A00004287;V01;CL01;Year 0;978;1
A00004310-V01;A00004310;V01;CL01;Year 0;462;1
A00004319-V01;A00004319;V01;CL01;Year 0;145;1
A00004324-V01;A00004324;V01;CL01;Year 0;2713;1
A00004324-V02;A00004324;V02;CL01;Year 0;544;1
A00004327-V03;A00004327;V03;CL01;Year 0;2347;1
A00004349-V02;A00004349;V02;CL01;Year 0;2001;1
A00004360-V01;A00004360;V01;CL01;Year 0;266;1
A00004372-V02;A00004372;V02;CL01;Year 0;1419;1
A00004380-V01;A00004380;V01;CL01;Year 0;2359;1
A00004384-V02;A00004384;V02;CL01;Year 0;1875;1
A00004389-V01;A00004389;V01;CL01;Year 0;91;1
A00004391-V01;A00004391;V01;CL01;Year 0;-632;1
A00004391-V01;A00004391;V01;CL02;Year 0;480;1
A00004391-V01;A00004391;V01;CL03;Year 0;638;1
A00004396-V03;A00004396;V03;CL01;Year 0;648;1
A00004398-V01;A00004398;V01;CL01;Year 0;487;1
A00004399-V02;A00004399;V02;CL01;Year 0;923;1
A00004434-V01;A00004434;V01;CL01;Year 0;1205;1
A00004434-V01;A00004434;V01;CL02;Year 0;2032;1
A00004437-V02;A00004437;V02;CL01;Year 0;530;1
A00004449-V01;A00004449;V01;CL01;Year 0;494;1
A00004460-V01;A00004460;V01;CL01;Year 0;2814;1
A00004461-V01;A00004461;V01;CL01;Year 0;-1954;1
A00004467-V01;A00004467;V01;CL01;Year 0;97;1
A00004488-V01;A00004488;V01;CL01;Year 0;2653;1
A00004497-V01;A00004497;V01;CL01;Year 0;2766;1
A00004510-V01;A00004510;V01;CL01;Year 0;1502;1
A00004529-V03;A00004529;V03;CL01;Year 0;385;1
A00004531-V01;A00004531;V01;CL01;Year 0;681;1
A00004549-V01;A00004549;V01;CL01;Year 0;398;1
A00004554-V01;A00004554;V01;CL01;Year 0;411;1
A00004569-V02;A00004569;V02;CL01;Year 0;1134;1
A00004569-V02;A00004569;V02;CL02;Year 0;1789;1
A00004576-V02;A00004576;V02;CL01;Year 0;515;1
A00004576-V03;A00004576;V03;CL01;Year 0;952;1
A00004600-V01;A00004600;V01;CL01;Year 0;229;1
A00004604-V04;A00004604;V04;CL01;Year 0;262;1
A00004616-V01;A00004616;V01;CL01;Year 0;-47;1
A00004620-V01;A00004620;V01;CL01;Year 0;2733;1
A00004620-V03;A00004620;V03;CL01;Year 0;881;1
A00004630-V01;A00004630;V01;CL01;Year 0;2259;1
A00004638-V01;A00004638;V01;CL01;Year 0;3844;1
A00004658-V02;A00004658;V02;CL01;Year 0;657;1
A00004683-V01;A00004683;V01;CL01;Year 0;1005;1
A00004685-V01;A00004685;V01;CL01;Year 0;2177;1
A00004689-V02;A00004689;V02;CL01;Year 0;-515;1
A00004689-V03;A00004689;V03;CL01;Year 0;569;1
A00004732-V01;A00004732;V01;CL01;Year 0;857;1
A00004734-V02;A00004734;V02;CL01;Year 0;432;1
A00004734-V02;A00004734;V02;CL02;Year 0;4378;1
A00004736-V01;A00004736;V01;CL01;Year 0;328;1
A00004760-V02;A00004760;V02;CL01;Year 0;-1534;1
A00004763-V01;A00004763;V01;CL01;Year 0;154;1
A00004777-V01;A00004777;V01;CL01;Year 0;3662;1
A00004779-V01;A00004779;V01;CL01;Year 0;519;1
A00004779-V01;A00004779;V01;CL02;Year 0;1456;1
A00004779-V02;A00004779;V02;CL01;Year 0;171;1
A00004788-V03;A00004788;V03;CL01;Year 0;4991;1
A00004789-V02;A00004789;V02;CL01;Year 0;1062;1
A00004790-V01;A00004790;V01;CL01;Year 0;233;1
A00004790-V01;A00004790;V01;CL02;Year 0;-1170;1
A00004790-V05;A00004790;V05;CL01;Year 0;535;1
A00004792-V02;A00004792;V02;CL01;Year 0;469;1
A00004812-V01;A00004812;V01;CL01;Year 0;1357;1
A00004819-V02;A00004819;V02;CL01;Year 0;658;1
A00004830-V02;A00004830;V02;CL01;Year 0;522;1
A00004839-V01;A00004839;V01;CL01;Year 0;4002;1
A00004839-V02;A00004839;V02;CL01;Year 0;1848;1
A00004839-V02;A00004839;V02;CL02;Year 0;2366;1
A00004862-V01;A00004862;V01;CL01;Year 0;1358;1
A00004863-V01;A00004863;V01;CL01;Year 0;150;1
A00004897-V02;A00004897;V02;CL01;Year 0;232;1
A00004901-V01;A00004901;V01;CL01;Year 0;407;1
A00004910-V01;A00004910;V01;CL01;Year 0;590;1
A00004910-V01;A00004910;V01;CL02;Year 0;1168;1
A00004921-V01;A00004921;V01;CL01;Year 0;625;1
A00004944-V01;A00004944;V01;CL01;Year 0;-1262;1
A00004946-V01;A00004946;V01;CL01;Year 0;-681;1
A00004948-V01;A00004948;V01;CL01;Year 0;501;1
A00004960-V01;A00004960;V01;CL01;Year 0;559;1
A00004960-V02;A00004960;V02;CL01;Year 0;160;1
A00004963-V02;A00004963;V02;CL01;Year 0;461;1
A00004964-V01;A00004964;V01;CL01;Year 0;1209;1
A00004964-V02;A00004964;V02;CL01;Year 0;245;1
A00004964-V02;A00004964;V02;CL02;Year 0;-816;1
A00004971-V01;A00004971;V01;CL01;Year 0;1676;1
A00004973-V01;A00004973;V01;CL01;Year 0;1400;1
A00004982-V01;A00004982;V01;CL01;Year 0;691;1
A00004997-V01;A00004997;V01;CL01;Year 0;1237;1
A00005009-V02;A00005009;V02;CL01;Year 0;690;1
A00005011-V01;A00005011;V01;CL01;Year 0;379;1
A00005016-V01;A00005016;V01;CL01;Year 0;2430;1
A00005031-V02;A00005031;V02;CL01;Year 0;165;1
A00005032-V02;A00005032;V02;CL01;Year 0;467;1
A00005034-V01;A00005034;V01;CL01;Year 0;1655;1
A00005034-V01;A00005034;V01;CL02;Year 0;3988;1
A00005043-V01;A00005043;V01;CL01;Year 0;2122;1
A00005071-V01;A00005071;V01;CL01;Year 0;-32;1
A00005076-V01;A00005076;V01;CL01;Year 0;785;1
A00005099-V01;A00005099;V01;CL01;Year 0;222;1
A00005099-V02;A00005099;V02;CL01;Year 0;801;1
A00005128-V01;A00005128;V01;CL01;Year 0;935;1
A00005128-V01;A00005128;V01;CL02;Year 0;1995;1
A00005131-V02;A00005131;V02;CL01;Year 0;425;1
A00005139-V02;A00005139;V02;CL01;Year 0;1520;1
A00005142-V02;A00005142;V02;CL01;Year 0;-279;1
A00005156-V01;A00005156;V01;CL01;Year 0;2638;1
A00005166-V01;A00005166;V01;CL01;Year 0;229;1
A00005166-V03;A00005166;V03;CL01;Year 0;177;1
A00005180-V01;A00005180;V01;CL01;Year 0;1367;1
A00005183-V01;A00005183;V01;CL01;Year 0;50;1
A00005189-V01;A00005189;V01;CL01;Year 0;2926;1
A00005195-V01;A00005195;V01;CL01;Year 0;2450;1
A00005195-V01;A00005195;V01;CL02;Year 0;1499;1
A00005195-V01;A00005195;V01;CL03;Year 0;-490;1
A00005195-V01;A00005195;V01;CL04;Year 0;2302;1
A00005196-V01;A00005196;V01;CL01;Year 0;801;1
A00005196-V01;A00005196;V01;CL02;Year 0;1232;1
A00005207-V02;A00005207;V02;CL01;Year 0;1041;1
A00005231-V01;A00005231;V01;CL01;Year 0;1128;1
A00005234-V01;A00005234;V01;CL01;Year 0;35;1
A00005237-V01;A00005237;V01;CL01;Year 0;4812;1
A00005242-V01;A00005242;V01;CL01;Year 0;4812;1
A00005242-V01;A00005242;V01;CL02;Year 0;763;1
A00005266-V01;A00005266;V01;CL01;Year 0;386;1
A00005267-V01;A00005267;V01;CL01;Year 0;-1413;1
A00005276-V03;A00005276;V03;CL01;Year 0;-228;1
A00005279-V01;A00005279;V01;CL01;Year 0;2085;1
A00005282-V04;A00005282;V04;CL01;Year 0;722;1
A00005282-V04;A00005282;V04;CL02;Year 0;95;1
A00005298-V01;A00005298;V01;CL01;Year 0;2641;1
A00005300-V01;A00005300;V01;CL01;Year 0;461;1
A00005306-V01;A00005306;V01;CL01;Year 0;702;1
A00005309-V01;A00005309;V01;CL01;Year 0;130;1
A00005311-V01;A00005311;V01;CL01;Year 0;616;1
A00005322-V01;A00005322;V01;CL01;Year 0;221;1
A00005322-V01;A00005322;V01;CL02;Year 0;4591;1
A00005327-V01;A00005327;V01;CL01;Year 0;1837;1
A00005329-V01;A00005329;V01;CL01;Year 0;3256;1
A00005347-V02;A00005347;V02;CL01;Year 0;2178;1
A00005353-V01;A00005353;V01;CL01;Year 0;123;1
A00005358-V02;A00005358;V02;CL01;Year 0;2984;1
A00005360-V01;A00005360;V01;CL01;Year 0;695;1
A00005360-V01;A00005360;V01;CL02;Year 0;-709;1
A00005360-V02;A00005360;V02;CL01;Year 0;170;1
A00005360-V02;A00005360;V02;CL02;Year 0;1936;1
A00005368-V01;A00005368;V01;CL01;Year 0;5069;1
A00005371-V01;A00005371;V01;CL01;Year 0;756;1
A00005372-V01;A00005372;V01;CL01;Year 0;196;1
A00005372-V02;A00005372;V02;CL01;Year 0;2275;1
A00005377-V01;A00005377;V01;CL01;Year 0;238;1
A00005389-V01;A00005389;V01;CL01;Year 0;562;1
A00005389-V01;A00005389;V01;CL02;Year 0;1794;1
A00005391-V01;A00005391;V01;CL01;Year 0;-702;1
A00005392-V03;A00005392;V03;CL01;Year 0;558;1
A00005396-V01;A00005396;V01;CL01;Year 0;1067;1
A00005400-V01;A00005400;V01;CL01;Year 0;-861;1
A00005414-V02;A00005414;V02;CL01;Year 0;-1136;1
A00005415-V01;A00005415;V01;CL01;Year 0;24;1
A00005427-V01;A00005427;V01;CL01;Year 0;167;1
A00005427-V01;A00005427;V01;CL02;Year 0;212;1
A00005428-V01;A00005428;V01;CL01;Year 0;196;1
A00005431-V01;A00005431;V01;CL01;Year 0;139;1
A00005440-V01;A00005440;V01;CL01;Year 0;690;1
A00005463-V01;A00005463;V01;CL01;Year 0;3161;1
A00005481-V01;A00005481;V01;CL01;Year 0;-932;1
A00005482-V01;A00005482;V01;CL01;Year 0;366;1
A00005490-V02;A00005490;V02;CL01;Year 0;1282;1
A00005496-V01;A00005496;V01;CL01;Year 0;417;1
A00005503-V02;A00005503;V02;CL01;Year 0;576;1
A00005505-V01;A00005505;V01;CL01;Year 0;394;1
A00005515-V01;A00005515;V01;CL01;Year 0;7596;1
A00005521-V01;A00005521;V01;CL01;Year 0;1737;1
A00005526-V01;A00005526;V01;CL01;Year 0;-3199;1
A00005534-V01;A00005534;V01;CL01;Year 0;798;1
A00005534-V01;A00005534;V01;CL02;Year 0;2703;1
A00005539-V01;A00005539;V01;CL01;Year 0;5284;1
A00005548-V01;A00005548;V01;CL01;Year 0;387;1
A00005585-V01;A00005585;V01;CL01;Year 0;276;1
A00005590-V02;A00005590;V02;CL01;Year 0;1079;1
A00005591-V01;A00005591;V01;CL01;Year 0;1482;1
A00005591-V02;A00005591;V02;CL01;Year 0;750;1
A00005595-V02;A00005595;V02;CL01;Year 0;757;1
A00005605-V01;A00005605;V01;CL01;Year 0;570;1
A00005610-V01;A00005610;V01;CL01;Year 0;1216;1
A00005611-V01;A00005611;V01;CL01;Year 0;450;1
A00005617-V01;A00005617;V01;CL01;Year 0;700;1
A00005622-V02;A00005622;V02;CL01;Year 0;106;1
A00005626-V01;A00005626;V01;CL01;Year 0;281;1
A00005628-V01;A00005628;V01;CL01;Year 0;603;1
A00005644-V02;A00005644;V02;CL01;Year 0;-759;1
A00005650-V01;A00005650;V01;CL01;Year 0;172;1
A00005651-V02;A00005651;V02;CL01;Year 0;361;1
A00005655-V01;A00005655;V01;CL01;Year 0;-1041;1
A00005669-V01;A00005669;V01;CL01;Year 0;3710;1
A00005676-V01;A00005676;V01;CL01;Year 0;174;1
A00005678-V02;A00005678;V02;CL01;Year 0;360;1
A00005679-V01;A00005679;V01;CL01;Year 0;561;1
A00005681-V01;A00005681;V01;CL01;Year 0;536;1
A00005684-V02;A00005684;V02;CL01;Year 0;1165;1
A00005692-V01;A00005692;V01;CL01;Year 0;3311;1
A00005694-V01;A00005694;V01;CL01;Year 0;1091;1
A00005694-V02;A00005694;V02;CL01;Year 0;829;1
A00005694-V03;A00005694;V03;CL01;Year 0;1872;1
A00005700-V01;A00005700;V01;CL01;Year 0;1081;1
A00005702-V01;A00005702;V01;CL01;Year 0;434;1
A00005704-V04;A00005704;V04;CL01;Year 0;155;1
A00005719-V01;A00005719;V01;CL01;Year 0;2073;1
A00005728-V01;A00005728;V01;CL01;Year 0;663;1
A00005732-V01;A00005732;V01;CL01;Year 0;1360;1
A00005733-V01;A00005733;V01;CL01;Year 0;1374;1
A00005736-V01;A00005736;V01;CL01;Year 0;3261;1
A00005737-V01;A00005737;V01;CL01;Year 0;806;1
A00005737-V01;A00005737;V01;CL02;Year 0;1289;1
A00005740-V01;A00005740;V01;CL01;Year 0;8086;1
A00005751-V01;A00005751;V01;CL01;Year 0;128;1
A00005759-V01;A00005759;V01;CL01;Year 0;641;1
A00005762-V01;A00005762;V01;CL01;Year 0;2120;1
A00005779-V01;A00005779;V01;CL01;Year 0;1084;1
A00005794-V03;A00005794;V03;CL01;Year 0;2628;1
A00005804-V01;A00005804;V01;CL01;Year 0;1126;1
A00005807-V01;A00005807;V01;CL01;Year 0;574;1
A00005827-V01;A00005827;V01;CL01;Year 0;1759;1
A00005848-V02;A00005848;V02;CL01;Year 0;2009;1
A00005858-V02;A00005858;V02;CL01;Year 0;1581;1
A00005865-V01;A00005865;V01;CL01;Year 0;1393;1
A00005865-V01;A00005865;V01;CL02;Year 0;2435;1
A00005894-V02;A00005894;V02;CL01;Year 0;1253;1
A00005894-V02;A00005894;V02;CL02;Year 0;1667;1
A00005899-V02;A00005899;V02;CL01;Year 0;158;1
A00005904-V01;A00005904;V01;CL01;Year 0;599;1
A00005914-V02;A00005914;V02;CL01;Year 0;273;1
A00005916-V01;A00005916;V01;CL01;Year 0;3009;1
A00005916-V03;A00005916;V03;CL01;Year 0;2307;1
A00005926-V01;A00005926;V01;CL01;Year 0;603;1
A00005926-V01;A00005926;V01;CL02;Year 0;501;1
